0,0.0,0.0,-0.3,-0.09166666666666666,-0.6166666666666667,-0.26666666666666666,-0.7666666666666667,-0.425,-0.55,-0.44166666666666665,-0.3333333333333333,-0.9916666666666667,-0.425,-0.6,-0.4166666666666667,-0.3333333333333333,-0.39166666666666666,-0.36666666666666664,-0.016666666666666666,-1.0,-0.13333333333333333,-0.48333333333333334,-0.175,-0.24166666666666667,-0.15833333333333333,-0.3333333333333333,0.26666666666666666,-0.8916666666666667,0.13333333333333333,-0.4083333333333333,0.06666666666666667,-0.21666666666666667,0.06666666666666667,-0.3,0.5,-0.7416666666666667,0.38333333333333336,-0.4,0.30833333333333335,-0.25,0.2916666666666667,-0.30833333333333335
0,0.0,0.0,-0.4,-0.02857142857142857,-0.780952380952381,-0.08571428571428572,-1.0,-0.02857142857142857,-0.8476190476190476,0.10476190476190476,-0.5238095238095238,-0.5714285714285714,-0.7333333333333333,-0.0380952380952381,-0.6285714285714286,0.01904761904761905,-0.5428571428571428,-0.10476190476190476,-0.22857142857142856,-0.5619047619047619,-0.44761904761904764,0.10476190476190476,-0.38095238095238093,0.05714285714285714,-0.3333333333333333,-0.13333333333333333,0.047619047619047616,-0.44761904761904764,-0.18095238095238095,0.1523809523809524,-0.14285714285714285,0.08571428571428572,-0.09523809523809523,-0.08571428571428572,0.2761904761904762,-0.3047619047619048,0.0761904761904762,0.12380952380952381,0.09523809523809523,0.06666666666666667,0.1523809523809524,-0.10476190476190476
0,0.0,0.0,-0.32,-0.096,-0.584,-0.368,-0.664,-0.696,-0.552,-0.936,-0.616,-0.688,-0.576,-0.936,-0.488,-0.688,-0.488,-0.568,-0.432,-0.752,-0.376,-0.992,-0.296,-0.672,-0.352,-0.592,-0.248,-0.784,-0.184,-1.0,-0.152,-0.696,-0.216,-0.608,-0.072,-0.8,-0.032,-0.968,-0.032,-0.768,-0.08,-0.688
0,0.0,0.0,-0.36,-0.072,-0.688,-0.328,-0.792,-0.656,-0.656,-0.864,-0.56,-0.688,-0.592,-0.904,-0.536,-0.64,-0.504,-0.496,-0.352,-0.736,-0.4,-0.968,-0.344,-0.632,-0.328,-0.512,-0.136,-0.752,-0.168,-1.0,-0.152,-0.664,-0.144,-0.512,0.104,-0.728,0.048,-0.92,0.024,-0.688,0.008,-0.56
0,0.0,0.0,-0.36,-0.192,-0.592,-0.48,-0.68,-0.776,-0.624,-1.0,-0.44,-0.696,-0.472,-0.928,-0.44,-0.76,-0.4,-0.592,-0.272,-0.704,-0.312,-0.96,-0.288,-0.704,-0.256,-0.52,-0.088,-0.688,-0.128,-0.96,-0.136,-0.696,-0.12,-0.488,0.112,-0.64,0.072,-0.856,0.016,-0.688,0.0,-0.528
0,0.0,0.0,-0.336,-0.2,-0.576,-0.544,-0.656,-0.816,-0.512,-0.888,-0.2,-1.0,-0.376,-0.952,-0.392,-0.68,-0.344,-0.664,0.024,-0.992,-0.184,-0.88,-0.224,-0.576,-0.152,-0.608,0.224,-0.88,0.032,-0.776,-0.048,-0.512,0.024,-0.536,0.4,-0.72,0.232,-0.648,0.128,-0.488,0.16,-0.488
0,0.0,0.0,-0.3125,0.015625,-0.6484375,-0.125,-0.765625,-0.4296875,-0.6796875,-0.6640625,-0.8671875,-0.4765625,-0.890625,-0.6640625,-0.6875,-0.4765625,-0.6171875,-0.4140625,-0.7109375,-0.6328125,-0.6875,-0.828125,-0.4921875,-0.546875,-0.5,-0.484375,-0.5390625,-0.75,-0.5,-0.9296875,-0.3515625,-0.640625,-0.375,-0.546875,-0.34375,-0.8359375,-0.34375,-1.0,-0.2578125,-0.7890625,-0.28125,-0.703125
0,0.0,0.0,-0.2421875,-0.2421875,-0.3125,-0.5390625,-0.3046875,-0.765625,-0.25,-0.9609375,-0.0390625,-0.734375,-0.0859375,-0.9609375,-0.1875,-0.8046875,-0.1953125,-0.6328125,0.0625,-0.7265625,-0.0078125,-1.0,-0.125,-0.75,-0.09375,-0.546875,0.203125,-0.7109375,0.09375,-0.984375,-0.015625,-0.7265625,0.03125,-0.5234375,0.375,-0.6640625,0.234375,-0.9140625,0.1328125,-0.7578125,0.171875,-0.5859375
0,0.0,0.0,-0.3203125,-0.28125,-0.4296875,-0.59375,-0.4921875,-0.796875,-0.5234375,-0.9609375,0.0703125,-0.9453125,-0.3359375,-1.0,-0.375,-0.7578125,-0.2734375,-0.6796875,0.1875,-0.90625,-0.3046875,-0.9453125,-0.328125,-0.6640625,-0.1796875,-0.6171875,0.2578125,-0.8125,-0.21875,-0.84375,-0.25,-0.5859375,-0.109375,-0.5390625,0.2734375,-0.671875,-0.1015625,-0.703125,-0.140625,-0.546875,-0.03125,-0.5
0,0.0,0.0,-0.423728813559322,-0.09322033898305085,-0.7627118644067796,-0.2796610169491525,-0.9661016949152542,-0.4322033898305085,-0.864406779661017,-0.4661016949152542,-0.5423728813559322,-0.9576271186440678,-0.7372881355932204,-0.5932203389830508,-0.6440677966101694,-0.3644067796610169,-0.5677966101694916,-0.3728813559322034,-0.2796610169491525,-1.0,-0.5,-0.5508474576271186,-0.4406779661016949,-0.3050847457627119,-0.3644067796610169,-0.3474576271186441,-0.025423728813559324,-0.9152542372881356,-0.2457627118644068,-0.5,-0.2033898305084746,-0.288135593220339,-0.1440677966101695,-0.3474576271186441,0.22033898305084745,-0.788135593220339,0.0423728813559322,-0.4830508474576271,0.03389830508474576,-0.3220338983050847,0.07627118644067797,-0.3559322033898305
